"","mean","sd","2.5%","97.5%","n_eff","Rhat4"
"h_Intercept[35]",0.03384900667599,0.0510806558063691,-0.06891493,0.13379515,2395.8465322633,0.999414284643543
"h_Intercept[36]",0.0247582792865,0.0464585929149333,-0.06770971,0.119160375,2977.1590757149,0.999528748916404
"h_Intercept[37]",0.0701418630651,0.0593198214296317,-0.04428279,0.191073075,2148.01889184331,0.999767366071481
"h_Intercept[38]",0.02141991915895,0.0507079988992066,-0.0787604125,0.121297525,2160.93176011242,0.999131612858849
"h_Intercept[39]",0.04866712131285,0.0500407929972902,-0.052334575,0.1497073,2600.67609406884,0.999157826732076
"h_Intercept[40]",-0.0330345276485,0.0502080332285041,-0.138129025,0.0647635349999999,1889.58315619435,0.999092787439895
"h_Intercept[41]",0.06255086461078,0.0511097560262477,-0.0319934175,0.1646735,2339.37460679485,0.999973427153763
"h_Intercept[42]",0.01400793907925,0.0471410567724764,-0.0773887175,0.104904325,2090.44135131823,0.99910849109419
"h_Intercept[43]",0.006204285188395,0.0487062424135909,-0.088275705,0.1049355,2070.65117101802,0.999203994070709
"h_Intercept[44]",-0.125912521322,0.0546539818003207,-0.24014495,-0.02352875,1252.17641835722,1.00373953409927
"h_Intercept[45]",-0.14098412902,0.0492170483795158,-0.24236935,-0.0480084375,1494.04472731991,1.00059686397424
"sigma_ID",0.07320112015,0.0117661271678005,0.0516105,0.0968785525,416.963932645935,1.00758255108347
"sigma",1.047798568,0.0525271079416403,0.9518917,1.15882375,1814.02104368209,0.998813127835434
