"","mean","sd","2.5%","97.5%","n_eff","Rhat4"
"a",0.176030270674,0.126415870105751,-0.0430182349999999,0.43964525,216.003241774667,1.0078756479123
"h",-0.4039857045,0.0324941573213892,-0.465327175,-0.340110075,190.665814153933,1.006753309935
"a_E_If",0.06315513384135,0.214649102129991,-0.326853,0.506659025,282.986707008696,1.00580973192789
"h_E_If",-0.0309582250206,0.0514996401563078,-0.12875,0.0746693725,236.385950302055,1.00567159377089
"a_E_nIf",0.111178401231,0.176942093670471,-0.227782175,0.460004299999999,294.523127463084,1.00592767362409
"h_E_nIf",0.0132730988455,0.0417355817357102,-0.06459405,0.0964825124999999,202.313435140319,1.00921270623363
"a_Intercept[1]",-0.0015886829082475,0.026398520198254,-0.0593140425,0.055086775,2886.25567321226,0.999047973198003
"a_Intercept[2]",0.001802755828955,0.0250518258928375,-0.0507240799999999,0.058738815,3458.81364733168,1.00047171373283
"a_Intercept[3]",-0.000698332536615,0.0269259017147765,-0.0575356825,0.0603052275,3273.14151393086,0.998720998123675
"a_Intercept[4]",0.001964882355,0.0261222485852442,-0.04889953,0.0614941225,2599.29711728022,0.999983806755872
"a_Intercept[5]",0.001788196356025,0.0255972190985873,-0.0509926325,0.0573688174999999,3135.05577772624,0.999671013019892
"a_Intercept[6]",-0.0019099577421,0.0280017830651245,-0.0646714499999999,0.0557899025,2880.46744125978,0.999206274923011
"a_Intercept[7]",0.0023792571308,0.0264969738931193,-0.0520101275,0.0624485699999999,4495.50344664936,0.99985997615584
"a_Intercept[8]",-0.002251477403605,0.0245781987291671,-0.0591921775,0.0481323725,2231.60235295288,1.0034172618501
"a_Intercept[9]",0.001651910096895,0.0252173386770758,-0.0521822125,0.0603356075,2866.9384420304,0.999672729464217
"a_Intercept[10]",-8.647071114e-05,0.0269660076065065,-0.0591554175,0.059607505,2525.37026053552,1.00039828559252
"a_Intercept[11]",-0.002263148152065,0.0263644659807595,-0.0636363225,0.05361999,4235.25553408024,0.998805111801239
"a_Intercept[12]",-0.0015529680663,0.0276003391802828,-0.0628530175,0.05641905,3173.04299774144,1.00165910095741
"a_Intercept[13]",0.0006697832536,0.025868075663508,-0.0488843275,0.0557279474999999,3205.28887711104,0.999130476981349
"a_Intercept[14]",-0.00384018836519,0.0248431897295879,-0.0611249575,0.04758407,2308.61402520195,1.00175763452402
"a_Intercept[15]",-0.00220914532975,0.0245904794993468,-0.0556681775,0.0479848074999999,2904.49254247659,1.00017888914211
"a_Intercept[16]",0.00025005693475,0.0268705669070057,-0.0588863175,0.0594121874999999,4222.36239074371,0.998483233877884
"a_Intercept[17]",-0.0014201362344,0.0262216595063917,-0.0593424525,0.0544828375,3354.26566630314,1.00016352359097
"a_Intercept[18]",-0.00250856208365,0.0264282788163187,-0.066013575,0.0512289325,3816.16219271548,1.00003872793139
"a_Intercept[19]",-0.00127845279219,0.0277427093224321,-0.0650661125,0.0583263875,4642.92351276981,0.999282566157819
"a_Intercept[20]",0.00206579184162,0.027201914998019,-0.0549223325,0.0648871499999999,3587.97066325242,0.999929324764897
"a_Intercept[21]",-0.00078494771112,0.0270006785185229,-0.0594057875,0.0541295274999999,4313.0116367116,0.999077525171507
"a_Intercept[22]",0.0023507402138,0.0254631646354393,-0.0522831375,0.060507335,4467.55022274302,0.999826426759864
"a_Intercept[23]",-0.000249483848075,0.025410876275488,-0.057175095,0.0540312349999999,3685.4790770512,0.998989222356847
"a_Intercept[24]",0.0017802614823515,0.026621072787507,-0.049026045,0.0577465774999999,3289.66410225377,0.999486190900151
"a_Intercept[25]",-1.0467357855e-05,0.0243384873174402,-0.0524535924999999,0.0542770924999999,3228.80262005872,0.999040245626467
"a_Intercept[26]",0.0011348311577,0.0270825322233244,-0.0592323575,0.0604592275,5704.5926355239,0.998649619921921
"a_Intercept[27]",0.00138899987779,0.0272138185539646,-0.0549603625,0.0593435574999999,4013.43433973715,0.998826808820643
"a_Intercept[28]",0.0031978742319,0.0259883325488493,-0.0484870975,0.0625719349999999,2113.4965330179,1.0020405760861
"a_Intercept[29]",0.0040185622766,0.0263481135377083,-0.04863957,0.06749796,2354.98696550704,1.00279759170784
"a_Intercept[30]",-0.0003090565005,0.0247871996064248,-0.055290485,0.054456465,2231.58599559609,1.00022222513993
"a_Intercept[31]",-0.0029941434937,0.0258677253120732,-0.06065794,0.0492842974999999,3022.43273083034,1.00175980928647
"a_Intercept[32]",-0.00361665511101,0.027929908622132,-0.06666905,0.051964775,2698.28799363673,1.00290404046665
"a_Intercept[33]",0.000233254000865,0.0270664863786659,-0.056066745,0.057779415,2687.96737877322,0.999310265050278
"a_Intercept[34]",-0.000601933710365,0.0260085478928643,-0.0586816175,0.0547571925,3387.11207193197,0.999372046602647
"a_Intercept[35]",-0.00148711402085,0.0254693120035028,-0.0596498625,0.0517522475,3685.23650941808,0.999296497133343
"a_Intercept[36]",-0.00155631331766,0.0259956333337498,-0.0615696725,0.0526352275,3109.41257625421,0.998865240713172
"a_Intercept[37]",-0.002083231386485,0.0261863932473967,-0.062389635,0.054316515,3056.31076478341,0.999575646776668
"a_Intercept[38]",0.0003177156884,0.0267163930588434,-0.0552069625,0.0560917549999998,3231.61325432167,0.998644430733714
"a_Intercept[39]",0.0031232734579,0.0245705514978955,-0.046205185,0.0582528974999999,2976.36830322395,0.999460341676702
"a_Intercept[40]",0.002559410369545,0.0245848692568184,-0.046748505,0.055418745,2990.38422494322,1.00070794776239
"a_Intercept[41]",-0.000231086019955,0.0250412619829693,-0.0518815225,0.0545047825,2573.06577611639,1.00054956935744
"a_Intercept[42]",-0.001828261159415,0.0265788850417407,-0.05831013,0.0537584299999999,3768.55937935773,0.999252527590003
"a_Intercept[43]",4.7914195655e-05,0.0267506051934764,-0.057918165,0.0598748599999998,2619.30185674317,0.999300115631603
"h_Intercept[1]",0.00694402295224,0.0255410139845301,-0.041226085,0.0670830125,647.536949791784,1.00884294807193
"h_Intercept[2]",-0.004314014398,0.024631734602516,-0.059375055,0.0429554199999999,1471.18613880898,1.00269862591441
"h_Intercept[3]",0.00564757846153,0.0240728358587577,-0.0400192125,0.0618545225,816.427717298598,1.00987865060578
"h_Intercept[4]",-0.006910709323,0.0234228206080431,-0.0617151475,0.0363001825,777.385676216984,1.00923250221022
"h_Intercept[5]",0.001570413196755,0.0248330712769498,-0.04708855,0.0554348775,3953.06096106167,0.999073804418417
